investment_id,account_id,investment_type,investment_amount,market_sector,interest_rate,return_percentage
836f3e66-f555-4135-a18c-86c0ecd34419,d117245e-5568-457d-a7ef-ce853cde4c47,Real Estate Investment Trust,955.75,Finance,13.2,-9.12
1d558ce8-acae-42a7-9947-820d1f1d9feb,a1508187-da4e-483a-a39a-35c3bcc4e16c,Bonds,1556.89,Healthcare,9.47,0.36
3ee53d9b-56d1-4289-94ea-06967338aaea,a1508187-da4e-483a-a39a-35c3bcc4e16c,Commodities,19195.66,Technology,12.14,15.26
5ad9eeb5-f79c-4432-99d1-aa8bac553777,15e62dae-51e8-4ad7-89c0-30526016569e,ETFs,2399.42,Retail,1.78,16.95
4138c434-fbed-4161-abf6-87f5bbefc160,5708a92c-8157-4b74-ba68-3fbb6d22e56d,Commodities,43381.49,Energy,2.12,-4.65
2d8f8bdf-a139-4ec2-8a16-8bc29f167e34,5708a92c-8157-4b74-ba68-3fbb6d22e56d,Stocks,34700.31,Manufacturing,11.75,-3.79
65896bde-c48b-4967-a685-a5d08580e817,5708a92c-8157-4b74-ba68-3fbb6d22e56d,Real Estate Investment Trust,7969.17,Retail,10.24,0.64
6e508de1-321f-40c1-aa20-7b80b10efe81,720f201c-db09-42b8-8437-863e3f10dade,Bonds,31636.02,Retail,1.06,-9.64
c53a63a4-2cc5-406e-8441-ddeabb928650,dba09d02-e9de-4d9b-9c62-a1692ecc57a9,Mutual Funds,3435.21,Energy,1.43,-8.57
57312789-4d74-4bc4-9fe2-2a7c0a416778,dba09d02-e9de-4d9b-9c62-a1692ecc57a9,Stocks,33797.34,Energy,7.71,11.3
096666df-4511-463e-b1d2-c5bd1cbbc164,f526eb29-dda4-494c-b2d8-06ad64a77b65,Bonds,40367.79,Finance,3.3,13.99
49762c43-33f2-4b3a-8674-f878177396eb,f526eb29-dda4-494c-b2d8-06ad64a77b65,Bonds,20788.27,Technology,5.21,9.35
a68dc803-837c-4028-9279-bcdb998ddc8b,a0e2b68a-65c3-4d4d-bc43-2ffa58e3c5ee,Bonds,16637.58,Energy,1.77,12.47
6a3525ab-6c21-4394-a636-057456bbcff2,a0e2b68a-65c3-4d4d-bc43-2ffa58e3c5ee,ETFs,409.56,Manufacturing,12.2,-1.93
154d4435-764a-4376-8e99-2a3da11b6432,a0e2b68a-65c3-4d4d-bc43-2ffa58e3c5ee,Bonds,17619.12,Healthcare,14.1,7.6
9f01ad74-11b6-4026-8818-fe2c4abe8408,4533ac11-255c-4fce-ae2b-395a80fe88ee,Stocks,47477.12,Manufacturing,3.84,-3.24
5fd91bd6-fdf3-4475-b89b-83d0e6fcc525,ef53d60e-6b4d-49ee-82f6-143914bf6165,Mutual Funds,49268.37,Energy,6.4,12.86
3386a379-fd92-4668-ad8b-9d75a3dbaa0e,ef53d60e-6b4d-49ee-82f6-143914bf6165,Commodities,16258.81,Energy,3.0,14.35
a5b0f214-178a-4a5b-80ef-ceddb4e87129,ef53d60e-6b4d-49ee-82f6-143914bf6165,Government Bonds,9075.92,Energy,7.01,-1.58
2c53ffd7-c80a-4fee-974f-0ac06e39f0b2,a578a07b-81a9-47b4-ba32-0aa386c67661,Cryptocurrency,29548.73,Manufacturing,10.12,2.85
ee6971f2-6d6f-45cb-b12d-8c590e0d0495,1a9cf194-6867-4862-9e60-349f41fda675,ETFs,35805.48,Retail,8.31,11.97
506893c6-d4d5-4c78-8307-bed0f3755dc2,1a9cf194-6867-4862-9e60-349f41fda675,Mutual Funds,32662.7,Technology,9.08,-4.95
cdf05d68-4e0d-411e-bd36-2d643a0d3003,1a9cf194-6867-4862-9e60-349f41fda675,Commodities,16630.45,Technology,14.21,-3.38
29ff9e87-9911-4842-a88a-5b5bcfffe1cc,0ff042a3-9a83-47fe-a2ce-8d8c1ba2d538,Stocks,28945.09,Retail,1.84,-7.33
c62dab5f-5f40-41e7-b818-ece073021638,e4537de7-cc2c-4ab5-936f-be0cfd38db58,Bonds,1208.72,Manufacturing,6.15,0.27
d8bae13a-1da6-4c99-b362-f38621ea4a51,e4537de7-cc2c-4ab5-936f-be0cfd38db58,Stocks,14977.79,Finance,0.88,-9.13
925216ab-6f08-4e02-ba25-a0a06dfcf348,e4537de7-cc2c-4ab5-936f-be0cfd38db58,Cryptocurrency,28304.28,Finance,1.42,-3.08
9d6eeb3e-e6c5-44e3-8dce-82dd0078c8f2,5ff38bf9-08f7-4f62-83b6-7c10d5083ef3,Real Estate Investment Trust,15040.7,Energy,5.45,18.26
cce52481-b037-4674-b3cf-c491799444c5,5ff38bf9-08f7-4f62-83b6-7c10d5083ef3,Stocks,46516.04,Finance,3.61,17.77
3f49616a-68a9-4096-b19d-5bfe568f70eb,db60e9b7-5aab-4bac-9ab3-2a05ff42d45e,Mutual Funds,17537.22,Manufacturing,4.02,6.41
826d498d-33e5-4785-be72-24ea00aa20fc,db60e9b7-5aab-4bac-9ab3-2a05ff42d45e,Government Bonds,41662.62,Retail,6.61,17.18
dfab78f7-baf9-403b-ac3b-e5cbec347cc1,db60e9b7-5aab-4bac-9ab3-2a05ff42d45e,Bonds,7344.07,Manufacturing,2.94,-8.58
9a445e33-30c3-4567-b594-0d392d5b918d,6d326c71-3331-4f1c-89ab-76b17bb07de0,Real Estate Investment Trust,1448.32,Energy,4.59,4.78
0766d27f-0b05-43a3-8cd7-e8b807b5e0d1,6d326c71-3331-4f1c-89ab-76b17bb07de0,Commodities,47253.07,Finance,6.92,6.61
db33f032-2f91-4983-aacc-e3460c1d3e65,56214efc-7c35-45cc-9146-bd5d8ba3c4a8,Commodities,2166.55,Technology,12.2,6.17
bc0881fd-ab7e-4cbe-8a9e-015d16265326,1a84f6dd-97b0-474d-8603-2e2d9fe410e3,Bonds,28410.7,Finance,5.61,-7.28
7d0b092e-63f5-4fd3-8f8d-c934403cee81,1a84f6dd-97b0-474d-8603-2e2d9fe410e3,Stocks,23957.39,Finance,13.03,-4.43
df7a0d88-10e8-4349-a0d5-e73f8e54362b,1a84f6dd-97b0-474d-8603-2e2d9fe410e3,Commodities,4242.91,Energy,11.24,-1.78
7d7f3587-de14-43c9-a271-129f006b8add,d2d4bf6f-4f39-4abe-98be-3cf624e775e5,Stocks,44592.26,Healthcare,0.85,10.98
3565c2d7-d938-4118-b61e-765aa2b72c60,d2d4bf6f-4f39-4abe-98be-3cf624e775e5,Government Bonds,1232.68,Technology,5.61,3.14
434f274e-9053-432c-86ef-8b2bb45f9941,681f1a2e-845d-4efe-ae0a-e380dfb213c1,Bonds,46258.91,Technology,1.35,6.12
a1358a11-e783-4dcf-94ec-8639c26beada,681f1a2e-845d-4efe-ae0a-e380dfb213c1,Cryptocurrency,40841.48,Energy,4.83,-4.37
bb398bb5-cd95-447e-a4b4-eb227e5c9e00,681f1a2e-845d-4efe-ae0a-e380dfb213c1,Commodities,7802.67,Energy,14.27,8.31
ad4bf4ad-94f4-4dd8-8a9e-093ab11d3ca6,c1758237-0d52-49ec-84f9-0d4f92999cdb,ETFs,10755.27,Healthcare,2.56,1.12
1ba5243a-3d71-447f-b884-432071a9a781,c1758237-0d52-49ec-84f9-0d4f92999cdb,Commodities,31331.12,Technology,6.32,7.56
f1c7306f-acb1-4701-8523-ac4bb1fc6846,901df9ca-a3e8-4a90-bf7f-47bcf9161c9c,Bonds,34863.16,Healthcare,10.33,15.25
2907497c-e790-4dd4-bcbd-266e2b955860,901df9ca-a3e8-4a90-bf7f-47bcf9161c9c,Stocks,6254.02,Finance,14.65,-2.38
82acbccb-b6a5-4614-8427-6fba15f9e117,5a0e1a1e-54f6-4e21-be56-c74dc25b56d4,Bonds,13666.86,Healthcare,9.58,-4.0
b7212fa1-13b1-4d74-a36a-c9927f4002aa,5a0e1a1e-54f6-4e21-be56-c74dc25b56d4,Real Estate Investment Trust,42339.41,Manufacturing,14.14,3.25
0d560cbf-71f3-471e-9a52-1af8a796f115,36b142f3-f12a-414e-8bd5-5277d87ac805,Cryptocurrency,40926.32,Finance,4.03,17.56
3d8c1a89-8c22-4ea1-93a9-e6e4c3237826,75935492-0365-4d88-bf6c-f41fd53f0966,Stocks,2247.98,Retail,12.2,12.05
4f3a5809-809f-401b-a842-7eb855c692b4,3502ea28-80f2-4688-82cb-d78bff4339cc,Stocks,17142.46,Technology,10.62,3.29
8752d263-6457-4406-bcc1-65c1c4360a68,3502ea28-80f2-4688-82cb-d78bff4339cc,Bonds,39417.61,Healthcare,1.08,-4.82
1252e9b3-7bda-4ae4-b1b7-eccef8f9f8d8,3502ea28-80f2-4688-82cb-d78bff4339cc,Cryptocurrency,338.33,Healthcare,7.03,15.5
7a0e07a6-5f2c-4a97-80b3-1ddd55c4dcff,83b69793-1dbb-4c24-8216-2b27b3a04318,Real Estate Investment Trust,32392.97,Technology,8.53,-7.3
774daae8-40cd-44c0-b9fa-ac357a72d10f,5079cd5f-4385-4214-b4b5-cdd9d013cd90,Cryptocurrency,28211.07,Manufacturing,5.5,-3.82
ce4fba99-d7ea-4f48-b25d-84366184ea10,ee75b0e2-6539-40f8-91be-24f0e52f1405,Bonds,34510.23,Healthcare,14.58,2.39
21688542-10ec-4a86-9da5-c2206afc93c8,ee75b0e2-6539-40f8-91be-24f0e52f1405,ETFs,15668.27,Manufacturing,12.2,-3.37
56f52bf0-b8de-4bd3-97f4-c0dc2ee7960c,6b1a8ad2-a5f0-43ff-8080-7e4a42c0d7be,Mutual Funds,1245.2,Manufacturing,4.86,1.85
20af94b4-a570-47fa-9825-ce794faf810a,8e117bc5-d1e4-400c-85a5-95c39b689e04,Real Estate Investment Trust,26801.28,Energy,14.36,2.01
babbe554-cbf4-4997-be53-d73b59041a1f,8e117bc5-d1e4-400c-85a5-95c39b689e04,Real Estate Investment Trust,1866.04,Finance,6.0,8.41
904c6aea-30a9-42f2-9cef-21a98e3385ee,e7fe0429-5b22-4e1a-868d-359d31064818,Real Estate Investment Trust,37871.36,Retail,4.17,-8.47
b2843e4f-c403-48db-a9b1-da8d85bd15d8,e7fe0429-5b22-4e1a-868d-359d31064818,Commodities,39399.09,Energy,4.12,-4.37
ae54c098-ab12-437e-9dd4-ba32e2c97adb,e7fe0429-5b22-4e1a-868d-359d31064818,Stocks,20057.26,Retail,4.11,-1.27
6fe3c56f-8f6c-4b53-aade-1506d75bd374,2ab942d4-5466-4bb5-90f4-e04ca5a7bc6a,Real Estate Investment Trust,36920.66,Healthcare,3.71,-1.67
d191dba4-9116-41e7-9806-bfd5e937fb8e,4a1b774a-bcb8-4c8a-ab33-58eafef74403,ETFs,12073.7,Manufacturing,13.37,5.7
b633a27a-c729-426d-ab21-47de5564403b,4a1b774a-bcb8-4c8a-ab33-58eafef74403,Commodities,36415.35,Technology,11.09,11.33
49b52053-4131-4d76-a421-e5e02e49c742,4a1b774a-bcb8-4c8a-ab33-58eafef74403,Government Bonds,46601.53,Healthcare,6.6,9.43
9c208715-beae-43cb-9c06-b1c5ff00821c,0a6c578b-226f-4ed8-9a8b-306ea6afe3b3,Stocks,24472.45,Energy,9.44,0.99
d7ec2416-99ed-4965-98b0-cfbea6c80898,06525bfe-9564-4d68-8805-f927e2acc766,Bonds,6266.53,Healthcare,1.23,9.12
bdd67ea7-aa90-4d60-8a31-7f31e7d89bae,06525bfe-9564-4d68-8805-f927e2acc766,Cryptocurrency,19497.98,Retail,6.02,13.96
8a5fffd2-5a1a-40f4-9e57-ebdfea70035d,a49f5402-f05c-4a83-9127-aa12c33e1110,Stocks,45401.81,Technology,9.67,3.27
b17446c3-ee43-4a89-86fc-913e0b964abc,ba9922cf-ca26-4c2d-b479-ed3fec1306ce,ETFs,40036.72,Healthcare,9.37,4.28
c948262d-1617-4044-9928-4c96e49a54c2,ba9922cf-ca26-4c2d-b479-ed3fec1306ce,Cryptocurrency,31040.03,Healthcare,6.09,17.44
b3708478-6df0-497a-885d-6c988972b425,ba9922cf-ca26-4c2d-b479-ed3fec1306ce,Bonds,37923.63,Manufacturing,5.43,-5.15
c4834dc5-27d9-4b33-90f0-096cd9f56ffb,f76c2622-ffef-4c70-887f-e4135f1c6cda,Real Estate Investment Trust,12735.92,Energy,4.2,-2.87
3892913a-74d8-4937-843a-22973e6b9b74,61c5a36e-35f8-4fc4-ac03-01ee2185c769,Commodities,32894.23,Retail,8.12,13.62
5226a9f2-10f2-4a2e-8d08-3962bae94f2b,61c5a36e-35f8-4fc4-ac03-01ee2185c769,Government Bonds,5173.3,Healthcare,3.31,1.86
cbb658f2-139c-416f-ad52-6c5b830e8441,c5fd2737-baee-487c-ba44-874e42ee22f6,Cryptocurrency,27562.18,Energy,14.21,7.18
fc4ef6c6-2315-491f-b68b-b2b00e1d78d3,c5fd2737-baee-487c-ba44-874e42ee22f6,Mutual Funds,7740.12,Energy,14.54,2.33
9893cb49-9fbe-47de-864f-d3d39c5bedd3,4c7ef4db-2606-494e-bbac-7712d7055f8e,Commodities,47852.87,Retail,9.44,4.3
e4980a85-0c69-48e0-95db-0f7a476ecc17,4c7ef4db-2606-494e-bbac-7712d7055f8e,ETFs,19623.54,Energy,5.0,12.95
911ab78e-85c9-4d26-b65b-8a9f9acc1956,77384915-955a-4a20-bf73-d0258f71be7f,Mutual Funds,37920.54,Energy,6.79,13.6
1934c835-f2e3-4e2a-a684-62515bf3a132,77384915-955a-4a20-bf73-d0258f71be7f,ETFs,48821.21,Finance,8.54,4.16
0ac348ee-1ed5-4fc3-a1be-6f2a611e1da8,77384915-955a-4a20-bf73-d0258f71be7f,Stocks,46987.88,Retail,3.25,2.85
6f1034bf-ffd8-43df-ab99-bb2b32a111a0,25482bc8-d3df-4aea-bcd7-62a11d3062e1,ETFs,24838.7,Manufacturing,7.62,14.19
20ec3fef-a522-41be-a05f-1bdd6c65b677,25482bc8-d3df-4aea-bcd7-62a11d3062e1,Government Bonds,31123.03,Manufacturing,3.71,-2.45
61e07d88-4b58-4001-a1c1-5175acbe4c1b,14b3bfff-7d15-4411-9ac6-08747f4b1c1c,Mutual Funds,38914.37,Retail,13.28,9.0
090267d8-fc8d-4ec8-9e88-4231ff042318,14b3bfff-7d15-4411-9ac6-08747f4b1c1c,Stocks,30887.03,Retail,12.96,-2.86
cbd6ef08-c126-4df0-9c72-01e9400b9df1,0c18e276-b8bf-41e4-96f0-66a3694d19bf,ETFs,34903.9,Retail,11.11,-3.49
24aa23c2-5a9f-4850-ae0d-efd8ce68663e,315620b8-d06a-413c-99ed-a6201afc4bf9,ETFs,13799.69,Healthcare,14.36,0.2
1d6283cd-d450-4ba9-b8c4-8ca76e26c36b,315620b8-d06a-413c-99ed-a6201afc4bf9,Government Bonds,26986.88,Technology,11.49,7.93
9d122df1-71bc-41df-83db-3c7e06b8eebb,315620b8-d06a-413c-99ed-a6201afc4bf9,Commodities,14761.79,Finance,4.46,-4.05
40a76a39-3e01-4bc4-8fc5-3dc49d5c6a7f,49b3cb8b-b60f-4ec3-96a1-7b17e183bc27,Commodities,16550.31,Technology,12.07,10.77
ce7eb48f-8317-44ab-8c0c-5e3d912d850d,49b3cb8b-b60f-4ec3-96a1-7b17e183bc27,Bonds,12167.85,Retail,7.66,3.35
b9dcbdaa-2d18-42b8-aa8c-157f5f7a13d1,49b3cb8b-b60f-4ec3-96a1-7b17e183bc27,Real Estate Investment Trust,32072.94,Finance,9.26,-7.44
211b7d32-ce13-4e12-96ed-17f7713bafec,5a3e8ebd-aec2-4d52-b83b-3b4ee1617e6e,Government Bonds,44858.32,Healthcare,0.74,6.68
71b01d78-d4ed-4162-bb6a-6eff92fd3633,5a3e8ebd-aec2-4d52-b83b-3b4ee1617e6e,Government Bonds,28553.29,Healthcare,10.92,8.74
f59b44d5-a9d0-40d9-835d-7682940ab3e3,5a3e8ebd-aec2-4d52-b83b-3b4ee1617e6e,Cryptocurrency,48095.21,Energy,14.46,-8.61
9a8ee4e2-861c-48a9-ba3c-644b4670a273,c44b09f9-5d6e-470a-ac5b-1f8b8fee20ec,Stocks,4661.05,Energy,6.78,13.66
f130d4df-4b7c-493a-a29c-ecef4a58dd1f,153d6351-c350-4215-92ba-617f185131d2,Commodities,5050.58,Retail,7.49,18.38
7fae1ed5-9172-402b-876b-5eff2c9b51ff,153d6351-c350-4215-92ba-617f185131d2,Real Estate Investment Trust,221.03,Energy,4.63,-1.66
747ebdb8-c955-48da-9a51-ca0b1f89d594,49d87f7a-190f-4a64-8271-38bbea131a92,Commodities,35508.66,Healthcare,0.84,7.29
7ecc9f30-65b8-485b-9eed-696cf1f29bce,49d87f7a-190f-4a64-8271-38bbea131a92,Government Bonds,16317.25,Healthcare,4.55,7.17
bdf05588-6efd-490a-bd03-29fd8bfcfff0,f536f249-bf0d-4164-a2b4-c50aab20391a,Cryptocurrency,41382.85,Manufacturing,9.96,-9.7
d98bc6de-430b-4ecf-965d-6dd2435d740c,f536f249-bf0d-4164-a2b4-c50aab20391a,ETFs,35050.95,Energy,7.91,6.22
e638c869-72f8-4bca-a95c-22ac456667c6,1cefb766-79c9-4ebf-b32a-eeb18638d802,Commodities,5123.97,Manufacturing,13.79,-8.56
9ad4993a-ab95-47da-bc3f-d131e3a979a3,1cefb766-79c9-4ebf-b32a-eeb18638d802,Stocks,37383.48,Finance,5.7,-9.47
4d1a4c32-cc30-49d1-b034-8a829d4f613d,bff95197-91e1-4845-931f-028da4605f7b,Stocks,13751.73,Retail,1.85,-7.07
867fb3cd-3f87-495f-8a61-b2475f8b19d7,2d392c27-2797-420c-a67d-2cf820f662a7,ETFs,6613.34,Energy,14.13,-9.28
61983087-57ac-4592-8073-a8a53b1bd88c,2d392c27-2797-420c-a67d-2cf820f662a7,Mutual Funds,23310.56,Energy,10.0,-3.04
d7de50b8-5740-4045-b5bc-c1bfa6d30b5b,0aebcaad-a774-446c-98d0-cff165bb7e65,Stocks,12931.95,Manufacturing,8.49,16.13
2da1ff5b-f713-4c56-950f-eb1ae05ec80a,0aebcaad-a774-446c-98d0-cff165bb7e65,Cryptocurrency,28973.37,Manufacturing,1.61,14.65
a05e0057-0334-4bb6-b392-54278f7402f4,0aebcaad-a774-446c-98d0-cff165bb7e65,Bonds,19083.73,Retail,10.94,8.57
5c025cbd-a615-4acd-92d0-d2ff3c009240,037a5604-a50b-4cae-85cf-90963f46aee1,Mutual Funds,11554.06,Healthcare,13.33,-3.38
50d21593-0d97-42ec-afc2-f17aeea5bc99,037a5604-a50b-4cae-85cf-90963f46aee1,Real Estate Investment Trust,4836.65,Finance,4.33,3.81
ef1ee988-2035-43a4-a8c9-30a6630ab1bd,037a5604-a50b-4cae-85cf-90963f46aee1,Commodities,12011.08,Technology,8.81,15.78
08703a35-d1af-4561-a7e1-2ff3c4a9f6f5,aa5f3d4d-b595-416d-b246-eb41e75cc85f,Cryptocurrency,13982.12,Manufacturing,3.46,5.6
03537e13-321a-46e4-98e3-875255ddcc7a,aa5f3d4d-b595-416d-b246-eb41e75cc85f,Real Estate Investment Trust,25365.47,Manufacturing,13.8,9.28
da13dc46-0670-4145-98f4-fb28553deff4,9d27063a-0887-4980-9016-40fc3ed526d2,Real Estate Investment Trust,17180.95,Manufacturing,0.87,9.7
562bd388-ab72-4cb8-9298-d48d5e918403,9d27063a-0887-4980-9016-40fc3ed526d2,ETFs,3637.69,Energy,13.04,-8.67
7c0135fb-2168-456d-8267-b79202993ab2,34da0f7d-bafb-4a5a-8ed8-74629f42753d,Mutual Funds,43304.62,Retail,10.88,-7.0
f8a354b5-9636-4679-bf9e-d11737e1105d,34da0f7d-bafb-4a5a-8ed8-74629f42753d,Commodities,45202.66,Manufacturing,5.02,8.84
d9fe6773-f9ab-4537-be05-ed8fbd725ce4,34da0f7d-bafb-4a5a-8ed8-74629f42753d,Mutual Funds,33833.67,Energy,10.63,14.06
15dced76-cafb-4b27-84f4-415a659622e9,caca0081-b385-4616-a113-2df319ae19bd,Commodities,29967.24,Technology,3.23,3.53
2485f209-8c4e-4439-8743-bd12c5ed7b8e,caca0081-b385-4616-a113-2df319ae19bd,Real Estate Investment Trust,5144.76,Retail,4.9,12.89
7281605d-0be7-48ea-aa26-6caecaf044d1,3f49083a-5422-4fc6-8031-30473a525310,Mutual Funds,47844.74,Healthcare,0.82,10.75
423a2e37-847c-45be-9e90-01437c21fbaf,3f49083a-5422-4fc6-8031-30473a525310,Real Estate Investment Trust,25694.4,Healthcare,4.2,9.34
44753861-ddf5-4392-880c-25e577d81ac5,3f49083a-5422-4fc6-8031-30473a525310,Real Estate Investment Trust,9434.38,Finance,3.54,13.75
856804d8-24e2-46fc-bc79-5aa91a2aa822,c722fb93-5fee-4f39-a975-f838457f5759,Real Estate Investment Trust,5021.57,Finance,14.49,-4.89
5f450410-3e47-48f8-9761-c600bc90355b,c722fb93-5fee-4f39-a975-f838457f5759,Bonds,42682.98,Technology,1.96,-7.63
ce55a52e-3c1a-4acd-9aab-3be09ee87f25,0f165234-ec71-43f1-93b2-98cd7ac0809b,Commodities,25494.49,Retail,7.76,3.51
d0c987e0-047a-4dc8-b54c-a9e1b6403ce9,0f165234-ec71-43f1-93b2-98cd7ac0809b,Mutual Funds,13645.3,Retail,12.53,-5.06
9d7bc10d-29b3-44d8-a40a-371fab74c302,0f165234-ec71-43f1-93b2-98cd7ac0809b,Stocks,10984.77,Healthcare,13.21,12.06
c21d2892-a253-4bef-9656-b440dde12740,d1529d63-27fe-4b3b-9333-7b98fc9619f5,Mutual Funds,5375.27,Technology,12.62,-9.83
013d1a1b-6eed-4fd5-8219-7d4650f9d213,29dd33bd-0089-44b4-ac3c-db7f78cfa7b3,ETFs,23019.95,Energy,1.25,17.09
d7d21e66-350e-4cc0-8b14-bf7506697409,29dd33bd-0089-44b4-ac3c-db7f78cfa7b3,Cryptocurrency,42904.89,Technology,9.05,-2.27
98f442c2-9769-4d38-9666-4869ba98795d,29dd33bd-0089-44b4-ac3c-db7f78cfa7b3,Commodities,4101.71,Healthcare,7.84,-3.98
74a1759c-3102-45a5-88a8-7a653a81e9b4,b5ab361e-fa10-4b04-82f2-8330732dcf3f,Mutual Funds,28571.41,Finance,6.61,-1.11
00c9c2f7-23dd-4d0a-8363-9ab4932fb937,b5ab361e-fa10-4b04-82f2-8330732dcf3f,Stocks,3722.0,Finance,10.07,-6.17
a6b80ca1-3e38-424b-9a49-08c54249f252,a0e464e5-8f6e-410e-abc5-d1ce84c32871,Bonds,28025.68,Technology,10.87,-3.94
cde167d7-4a38-4f8c-8852-285f469e9a53,a0e464e5-8f6e-410e-abc5-d1ce84c32871,Mutual Funds,35459.72,Technology,5.12,4.53
7a252687-1706-4eee-a822-10c3824d21fd,bbaf3d57-dd6e-4755-94d0-b53e9ea53d93,Stocks,30626.36,Technology,14.4,9.06
2a4aea6d-e83b-438c-9f12-8b08c8519d3c,bbaf3d57-dd6e-4755-94d0-b53e9ea53d93,Stocks,41632.64,Manufacturing,10.4,-8.12
0770109f-22cc-46b2-b923-3e27f48209ac,2eaf6323-0e08-468b-9cfe-91c39a107f9c,Real Estate Investment Trust,27806.32,Finance,1.09,-0.19
bc341f8f-c7d1-4146-ba59-ce29da0e0a36,2eaf6323-0e08-468b-9cfe-91c39a107f9c,ETFs,5781.51,Technology,7.78,7.2
ed4c20bf-01d5-4020-b8d7-f3c0b7bceef9,2eaf6323-0e08-468b-9cfe-91c39a107f9c,ETFs,49322.13,Energy,12.59,-1.68
44631096-b11c-41ba-bbea-10533b8e223e,a190604a-39b6-41ce-8628-bce1acbad78b,Stocks,5577.46,Finance,11.81,10.38
988e003a-fb01-4bf6-b30d-bc83f991d904,4e16bc88-1b09-48cb-9106-fea2f43894fa,Real Estate Investment Trust,34985.66,Manufacturing,0.7,5.88
c7a13d0d-7edc-4762-a9d6-0e970935c332,4e16bc88-1b09-48cb-9106-fea2f43894fa,Cryptocurrency,27330.88,Manufacturing,7.73,6.38
5430f645-e749-4371-a296-b515817a96cd,f0efc58b-d9ef-425c-8887-270cd6e7d377,Mutual Funds,40646.48,Finance,13.85,17.85
379e9177-a913-497c-93cf-0f88f4b9f5d5,f0efc58b-d9ef-425c-8887-270cd6e7d377,Government Bonds,43779.9,Retail,4.04,-9.12
bb101008-7f67-4ce0-958b-a7e41a858630,2ce520fa-0180-4283-b961-203aed6fa3b9,Government Bonds,10629.99,Technology,11.23,-3.16
b8d81149-3594-4208-b29c-6f20cfe6738d,2ce520fa-0180-4283-b961-203aed6fa3b9,ETFs,38238.48,Retail,7.37,13.16
103f6055-7daf-48d2-a916-0e33d41427fc,2ce520fa-0180-4283-b961-203aed6fa3b9,ETFs,38133.83,Retail,6.96,-1.53
d816114e-62a6-4328-86f9-69a4f4e43f50,1b2d5012-78b6-44ba-9678-39fa7abf9501,Bonds,43091.28,Technology,11.33,18.31
e7db9e3d-d300-4ccf-8a0a-bb01906cae52,1b2d5012-78b6-44ba-9678-39fa7abf9501,Mutual Funds,31424.78,Technology,5.09,1.45
f863a558-b8cd-420c-8d5b-5db615b6bd44,1b2d5012-78b6-44ba-9678-39fa7abf9501,Bonds,17463.74,Finance,6.66,-4.96
b2b91d05-2b67-46e7-824e-9a94b3ee5cf3,a01d7c8b-f168-47a2-9b5e-6d98bf3baaa7,ETFs,29188.45,Technology,1.98,6.4
a3f1c548-0e90-4f63-a52c-a2a544b90f6a,862976f5-a1c1-4bbb-86d2-1e0b489015cf,Cryptocurrency,38816.21,Energy,1.91,11.63
d7033bcb-ffcf-45a9-8fb1-60b103ba9a68,862976f5-a1c1-4bbb-86d2-1e0b489015cf,Real Estate Investment Trust,44810.08,Retail,1.91,-2.39
0743114e-c77f-4632-a9bf-0ac909d9745a,6d8375de-a885-4622-949e-99e60aa261c2,Cryptocurrency,25168.51,Technology,8.91,19.97
64ad75c1-2dcb-4441-bc6e-fe011588efb5,e5238afc-6760-4b71-9284-2b29de18adfd,Bonds,369.17,Technology,4.75,0.82
fec01489-0760-4b7c-bda1-8a08c510b4ec,e5238afc-6760-4b71-9284-2b29de18adfd,ETFs,31875.54,Manufacturing,7.54,18.84
3d9f44b4-0566-48de-8302-756b4804fd6f,e5238afc-6760-4b71-9284-2b29de18adfd,Government Bonds,40880.01,Finance,3.03,-8.82
15ddeaaf-9f05-4007-8e1d-68a0a9f2fa3c,132f324e-2411-4bfe-ab03-a4baf0ac5b13,Mutual Funds,44367.71,Technology,13.34,-4.42
cebe92a5-0e98-4a54-a822-d547b19a8878,132f324e-2411-4bfe-ab03-a4baf0ac5b13,ETFs,34979.39,Technology,14.48,17.24
ea954f72-d052-4a1f-a2b8-76192f4310fc,66bf8941-dcbc-41d3-8b70-fc691ffea814,Mutual Funds,36309.06,Energy,6.83,13.45
7a48ba90-26a9-458c-af2a-35bb0df61315,66bf8941-dcbc-41d3-8b70-fc691ffea814,Mutual Funds,18043.95,Finance,6.83,8.8
a23dc0e7-9634-4a14-8f07-bb73eea8853b,2c5f92f1-27aa-4adb-bbea-3de57b77944e,Stocks,16710.18,Technology,7.45,11.46
d63c444e-9df6-4cab-8bde-31a3ad2edf1b,2c5f92f1-27aa-4adb-bbea-3de57b77944e,Government Bonds,14145.9,Manufacturing,12.61,1.84
fdbb96dd-bdd4-48fe-8ab3-a186a85b0d6d,2c5f92f1-27aa-4adb-bbea-3de57b77944e,Cryptocurrency,45961.34,Healthcare,2.06,15.52
e8a83cdf-6c6e-4c00-9645-0141e07cbc03,73ccb003-7d13-4d39-b9a7-9f6c5e4d8319,Government Bonds,41671.01,Technology,1.66,1.03
23d4e8db-30ee-4f98-8e1b-b46dd570f886,186efaa5-f26e-475e-9d97-0f4d77b2585d,ETFs,2658.44,Healthcare,6.75,-5.41
021dcc27-61b9-4904-8dcb-9f0118d4b9ea,186efaa5-f26e-475e-9d97-0f4d77b2585d,Government Bonds,45820.4,Energy,6.49,-9.74
