transaction_id,account_id,transaction_type,transaction_amount,currency,transaction_date
1af7ee36-4485-4e22-9046-f218d3c0abd8,edaa2b2f-6d3a-44ea-b1ad-efb3c744c2cd,Transfer,7925.51,UZS,2023-08-06
b61294b4-879d-4c76-8aeb-ef0f833abebb,f80b64f8-89a6-49c1-b9d6-56c653c193ee,Sale,5847.82,ANG,2024-05-22
f6955a45-5976-4cd2-b3dc-9d76e39f8106,f80b64f8-89a6-49c1-b9d6-56c653c193ee,Sale,4486.62,TWD,2024-12-10
9e2f9d84-0c8e-499b-8cd6-8c9a28345167,73ccb003-7d13-4d39-b9a7-9f6c5e4d8319,Transfer,1129.79,LBP,2023-12-21
092344d2-4e2a-4e4a-8796-5355636dab14,54a7e9da-cbd2-4197-8d38-880a6cd7daf9,Sale,9638.79,ETB,2023-08-09
34ce97fa-46e7-4487-bcc9-da0a43437f71,cd1e69eb-eaf3-47ab-9f03-10133b086073,Withdrawal,4603.31,XPF,2023-11-01
d8cdd45c-c4f2-4778-97c6-d55ebef1f937,0730fe3b-5127-4bdd-83fa-eeb2bab61a28,Dividend Reinvestment,1377.97,WST,2024-01-04
9dcfa231-a739-4f3f-ac7e-3c48e8f8d86d,9a807551-fe4e-4058-9df7-088c478017a5,Sale,3524.29,AMD,2024-08-30
a534d907-84f9-4023-bcce-fd36f7fa1fc0,037a5604-a50b-4cae-85cf-90963f46aee1,Withdrawal,6001.94,NGN,2024-05-18
95310c03-cad1-44e2-b12f-11fed9c73822,ff05f75e-0320-4cd8-91c8-dcd8adc032a8,Withdrawal,5198.78,BTN,2022-12-29
63bab2d1-0a04-4ce8-8f78-e800221abf9d,ecbfb520-2662-4558-a3d3-b74a050d9dfd,Withdrawal,9027.71,RUB,2023-11-06
040578df-cda8-44e9-a8c3-bf42d9dccd6c,cc965e57-511c-4fe1-8451-4e6f3e67a56f,Sale,8375.01,SOS,2023-01-19
9ac11f57-fbdd-4b6e-9ea8-ecb92191dd20,236d80d6-ab9a-471b-81e8-1ae35663b736,Dividend Reinvestment,3913.76,UYU,2023-01-21
885e9e4f-bf58-4151-a40c-400dfa895458,0711e84f-ecb4-4ba1-a14a-f1ef92539e64,Purchase,7007.91,BHD,2024-10-12
ed4147f4-fe33-4e07-b7f5-30ee5b92844a,473e28d2-054d-4df1-afe0-90db1721fb11,Purchase,5076.02,USD,2023-07-01
a4e36f25-5067-4f0b-9e4a-25cd5dd2565b,86dbaba6-8ec0-4b9a-9550-098d68707c8c,Purchase,8973.99,RUB,2023-12-12
49b270c6-5010-4f0c-a320-b8789130c1c4,8657eb36-cec2-4d1a-ae38-e012193ed39a,Sale,7877.57,ZMW,2023-08-24
c77e3bfb-ede4-4779-ab5e-2691f9694aee,a6c25d8e-8dc2-4e68-bf04-c6949eb2ffe2,Deposit,2485.87,MGA,2024-11-02
9c179fb6-8a21-46f5-984d-c539f3d96041,218dd275-059a-41a0-8496-930a1cacdf5d,Transfer,5617.81,BIF,2024-09-21
f94da1d3-7ff4-44f9-9e99-90ffaaa289bc,cb4f76c1-aaba-4d13-b720-fc6be47b9580,Sale,1489.82,PHP,2023-07-30
5408f3c5-b13d-49e0-b9c0-5f32886a20fb,5ba351d8-f728-4ce7-a4a9-f02e25817f9b,Purchase,8546.87,AED,2024-04-07
330b9bf9-3a65-45c5-9974-8adb6c46110c,107b7083-eeb9-4764-b0a1-bf0012e19f75,Purchase,4309.5,BWP,2024-08-30
b6ed9b70-b0b6-46fb-9817-cce9a180e911,1f6fab03-59e0-4bc0-999e-23a5f0537a66,Purchase,6359.47,SCR,2023-09-07
2fd2f8ef-88ba-452e-a448-979fd8474626,523985f7-84f5-4b90-ab87-897cadc6fd93,Sale,7990.01,MVR,2024-03-28
fb7b868b-3316-48b9-a1e2-3a432c550adf,c6286b6f-ac42-4aef-ad13-76fc6470da87,Withdrawal,2091.17,GNF,2023-08-12
db8e1ede-5cfb-4967-8f80-4967b7922420,73394f49-f2f8-426f-a121-257f9152440c,Transfer,2251.8,GGP,2023-02-16
c740cea8-c77b-4ef0-b7a3-8f0d9df0ef14,6032c351-ef4d-4388-a71e-bd517ecf9611,Dividend Reinvestment,2936.33,SDG,2023-01-08
4e5a21a5-585e-42ba-be10-f03d09137df6,3c82ad73-c13e-43e2-8b9e-408d09d79903,Dividend Reinvestment,7356.89,KHR,2023-09-26
796862ae-6ccc-448a-963e-39dd6fe648c7,1e6a3c54-fc83-4334-9cc3-b0dfa386cfed,Withdrawal,7645.67,MOP,2024-05-19
9e43bf3e-60e7-4c90-921d-4a70cf694083,72d9678d-2a5f-411a-8e68-cf8da77803fa,Withdrawal,8834.4,XPF,2024-12-09
1b12ddc1-0f44-4ae5-8442-8d5008142f0f,b1ee032b-605f-4add-b18c-61b09c41a01a,Transfer,3921.86,CNY,2024-09-12
451de3ee-a796-436c-9186-48433e0885a3,507607e6-91cb-4152-81b5-03219851efba,Withdrawal,4914.66,SCR,2023-06-16
21c7ad04-b360-44da-9d00-77ca51a459d3,b6810ce7-b427-46e5-af16-dafcef11f76d,Dividend Reinvestment,2772.78,JEP,2024-06-03
ff9ab723-a2b4-47fa-8a40-078d9ac3de11,12e2b41e-de1d-4561-b406-9c179ddb71af,Withdrawal,3090.29,CUP,2023-02-03
9946cec7-42b3-4987-93d7-9b046bcd548b,9c0a311d-1e8c-4537-bb33-5e91e67dff2b,Withdrawal,3464.87,TND,2024-06-29
61d9806c-ac6b-447a-a479-a6ac63d6323f,3b45458a-692e-4813-b95c-48c74c7310d4,Dividend Reinvestment,5269.28,RUB,2023-10-05
7e046f9d-3613-434c-a42b-20a3a4f7ded7,473e28d2-054d-4df1-afe0-90db1721fb11,Transfer,4265.1,XCD,2023-08-26
a8ca886f-fe2e-4862-8828-52659803bab8,0bb0c0b3-84f2-4362-98a0-773acad13831,Transfer,8020.72,MAD,2024-10-12
1dea7ce9-6506-4fb6-9fb5-f1e988d2a1b4,31e3c3df-712a-4892-8abf-01d4f4b42ff5,Withdrawal,805.9,TTD,2023-10-13
14f1185c-c2c8-4222-8e8f-a15bb686182f,b2fe35f2-b59a-4a55-a596-4b6018d57ab7,Withdrawal,7749.44,NIO,2024-12-05
36e80817-abf4-46a4-a5be-bf39ccf520b4,78258ede-e4f5-4ad0-950b-1bd292463910,Dividend Reinvestment,1634.6,MNT,2023-07-05
6535fc14-a712-4c24-aff3-5eeea9165d30,826d0eda-8f87-4d0e-9741-81be3f762910,Withdrawal,8711.01,CVE,2022-12-19
fa327a76-70f0-47a1-80d1-fc206f90c086,d7cb0c81-222e-4408-bec6-ce2dbc7c8b3c,Deposit,8387.07,ETB,2024-03-11
e991fa24-6801-43d4-b887-3522aa85699b,65374bee-dd9f-4efd-b543-3bbe3b97a6f5,Purchase,992.58,MKD,2023-01-10
c6a7dca1-7ac3-4e02-92e1-28ca9ba733c0,01a1fb57-b07d-4165-97d8-915b56c8f32f,Transfer,4390.33,GHS,2024-09-08
0d23c934-5a1e-4268-ac72-baab53d21157,79f01f6d-bc66-4d56-b953-034ab3a718d8,Sale,8151.48,KGS,2024-10-30
794a2c58-b7b5-47a1-a27d-9e6cc019caad,2ecdfb62-6ed9-468b-b0b3-c728348b1b9c,Deposit,6631.73,TRY,2023-09-28
8934b541-93b8-44a0-9345-307574a3b079,b703b81c-ddc2-4b7c-9c7c-e53a6627784d,Purchase,3051.74,NPR,2024-05-09
9dcd8423-6840-4b59-955c-18eb1ed85dc0,5f24d950-13cb-4706-b1fc-457a42c5d529,Transfer,443.23,SBD,2023-02-18
29f16526-b94f-4837-aa87-a2a3b3b9e6f9,1bd9ef6a-8f20-45ab-a657-7465f5daf950,Purchase,3580.67,UGX,2024-09-19
42bc6e9e-1ff0-4660-82c4-bd3d68a970d3,f8a0564b-0fd1-48f8-8059-c0c0d12d1e4e,Purchase,693.05,ERN,2024-05-29
ee0b1888-5d5b-4266-b1c1-06dd1a46b618,2f88e4a5-dd30-40b8-bd92-9e45028b8018,Sale,7746.72,KPW,2024-11-25
04531eed-7197-4c97-8738-0f0365ed66f1,bfe2285a-0dcf-4c61-ac5c-a4ede9a15e9b,Withdrawal,3721.9,UAH,2023-05-16
0c4f3383-bb3a-450a-8d4a-c778897e691f,cc965e57-511c-4fe1-8451-4e6f3e67a56f,Purchase,9076.21,KPW,2024-07-04
3029b172-3a42-4fef-8d54-b5da45582bb4,edaa2b2f-6d3a-44ea-b1ad-efb3c744c2cd,Dividend Reinvestment,5141.08,JPY,2023-12-17
e3811f5e-f709-49a3-81ff-965d0047adf3,f5c5badf-db0c-4d88-a85c-d72ce7d51185,Withdrawal,6357.65,BGN,2023-07-22
78c62b01-72b6-49b8-8fe4-ce9fc94d4db7,d40cac6f-07ae-4754-a493-c92e504e2b4f,Purchase,7682.07,MXN,2024-09-05
66f5052a-dd59-41d1-a63c-03f1e6b3baac,d35f2efc-8a6e-4260-ba88-669bc5c1c758,Purchase,8777.23,LRD,2024-10-08
209f1c1a-a54a-46ba-9ae9-6d1b09312a08,a8fcd0b5-be94-4b5e-ad37-43d69de3e149,Sale,6744.11,XDR,2023-09-13
da316af9-2c64-4391-a977-081a82dd5791,2285de67-0797-48e3-8eab-5173ea60fc3c,Purchase,1511.79,BZD,2024-09-07
378940d3-f8ef-409b-977f-7b05849be49d,8e097190-ecde-4234-9197-f63c32b35a96,Transfer,5704.24,NZD,2023-09-08
efd45f9d-a628-4feb-8ce1-fa018ec0b596,37758452-8759-4768-b5d1-c6108b02ecc8,Transfer,9002.66,GEL,2024-11-06
41931b47-c9d2-4c9b-8ea5-5d661ba73d20,54945a86-e93d-45ea-9317-859c4e35a049,Withdrawal,7670.32,LSL,2024-08-07
a311e90c-d343-4c95-866d-d9b2791f878e,48a645f6-6117-48c6-913c-1df3b239ab06,Deposit,5142.4,CAD,2023-01-03
436ac32d-19a9-471d-96f2-9f5e2d94f4be,c5fd2737-baee-487c-ba44-874e42ee22f6,Sale,9733.07,ANG,2024-03-14
d35fd19f-b24f-429d-90c5-a1ece4b64e05,71ee70a5-6255-459b-a85c-afafcc9f88bc,Purchase,9393.3,ALL,2023-07-27
6bc25258-99b1-47f9-86f2-414c3a18f322,ab28c983-20b9-47ec-adc6-ca11ec9cce8a,Transfer,7223.07,XDR,2024-07-13
0d7c8587-e54a-4684-aaa8-76a91b095940,e5394b49-bbc0-44f7-a531-b3374c093539,Deposit,1965.46,RON,2024-04-09
b56892c5-c6b2-4a56-a9c5-6e7ff8bfe827,116c4a68-611d-42a6-987b-226de89dbf7c,Deposit,5319.48,TJS,2023-12-24
8dade8c9-a1b7-4896-9371-fa571648ca90,b4ac3971-e016-427c-a700-b85bc341ec06,Sale,4206.46,TMT,2023-09-17
f645c0bd-b8ec-4061-baac-0afd83674e83,597647a0-beec-4270-abab-27e9336070c4,Deposit,9474.1,SOS,2024-07-29
7567bb05-f588-4f87-ad7c-ff444db81f36,f4aa0a0e-bdd2-48a0-b88f-b200cd477fce,Withdrawal,5828.15,IMP,2024-08-23
808e478c-33dc-4c9d-a626-7eb258bc09c4,de050ab9-254a-4d51-bb0b-3041caeebe97,Sale,486.3,KMF,2023-12-07
95c0d59a-ad45-44fd-88fc-bde4e843d14f,2eaf6323-0e08-468b-9cfe-91c39a107f9c,Deposit,3866.45,FJD,2023-08-11
d972ac64-e741-4a42-921c-13ac2dd89d9c,7c60a22c-ed7a-46df-af05-9104db12522f,Dividend Reinvestment,8687.73,BBD,2024-11-20
64786a5a-979d-49df-9a46-5f3a4db0170b,4c7ef4db-2606-494e-bbac-7712d7055f8e,Deposit,7136.84,JMD,2023-02-14
3837d3ef-8422-4b07-a237-51dd436ae25c,d8b37bb9-f362-4922-a835-59dc5d03288c,Withdrawal,2624.96,KPW,2023-08-26
8cf82b9c-d431-4b2a-b126-96c6d9149fbc,b687a8ff-3ab0-4cc7-8910-2d1f2ac0d093,Sale,5270.98,EUR,2024-02-28
ea7cb071-a214-4fce-ad41-221fc3fa55ab,01a1fb57-b07d-4165-97d8-915b56c8f32f,Purchase,1094.43,SVC,2023-08-05
46742057-0392-429f-849d-32a8c6eddab3,6d0fcd6a-56d8-4ffc-b9e3-01995c38a888,Sale,3969.75,LBP,2023-09-05
c914d571-4df3-41a7-b61b-4d9443c8f1fa,de1db7d9-f870-41d3-ad4e-8719a06a705d,Purchase,1059.87,ISK,2024-12-01
426d6a16-e89e-4ea7-803e-c925f974aeb9,c55ba30a-ceaa-41ce-ad26-b38202c49490,Transfer,4994.69,XDR,2023-11-24
7d7b2f8e-aa75-40f1-a231-00930b1c825b,aa7ad0ea-0d32-482e-a951-a47c9335488a,Deposit,7355.45,MZN,2024-09-18
9f6fc831-f006-4ab9-af92-db01fd0b9615,f900f968-ef3d-4d7c-b088-c68db7354d77,Sale,7284.69,BBD,2023-02-21
9cfdb491-e904-4b06-8f6c-c201327fcc7a,9f96f2cb-73a1-48e8-bc73-7adc3eea663c,Purchase,2853.95,IQD,2022-12-17
e538056b-2b2e-4c2c-a816-859a262d4208,91de5f0c-f305-459e-9226-aa0698956a84,Purchase,7530.66,SEK,2024-11-04
ed8cb9c4-6e6d-4142-b1af-ceea21cc9e85,aa74e498-da44-4ca4-aa47-fbb67c5bc9f4,Sale,763.02,BSD,2023-06-15
f1074201-65d1-477a-898d-9506c98251fe,b309cd11-187c-45e4-84de-3f296ff799b5,Withdrawal,7235.87,KPW,2023-06-08
bef43069-c60f-43ee-8eb1-40a714e407ab,48a645f6-6117-48c6-913c-1df3b239ab06,Withdrawal,8866.22,TOP,2024-11-16
51d5b682-4659-48ba-8e29-f5323067ff7f,d1f0411a-9526-4bb0-bfd9-019a9f19e72a,Withdrawal,740.9,MWK,2023-01-09
0541615a-589a-4c94-8fa5-b489735b5a3b,37458301-a596-4ee4-9763-4682900ddcc9,Deposit,5589.94,MKD,2024-09-03
e4204a7b-3bd5-4e30-8c7b-92a2014af7ae,ceb88c41-bb91-4770-a2fe-bf4034f47484,Transfer,8912.79,GTQ,2023-11-15
21aad226-bc7e-403d-820e-423e73347dfc,6056307b-5579-4b50-b660-7af548f19fe2,Dividend Reinvestment,5533.2,LSL,2024-04-28
db1e3a94-2ea9-4bbe-86e9-c7421164b01b,a59158ed-d0aa-403e-b31d-f252202156ac,Deposit,503.1,DJF,2023-01-02
4ecc3157-6682-42c7-963c-6eed218ee375,7dd64f2b-0e42-4d78-8723-cc186bd12a2c,Sale,890.25,MVR,2024-09-02
4114a2cc-717e-4c55-b846-e46badc4bf57,497e7c56-5907-49e3-ad24-4f032c24c430,Dividend Reinvestment,6715.14,CNY,2024-11-17
9c861a98-2232-4741-a048-1cc2fcd46437,4098c9af-3626-48cd-af9e-b6b24ee0350d,Purchase,7948.09,HTG,2024-01-20
a90fc580-36da-4786-9f84-c4f1aaf1df68,d5b5fb1b-4d3d-4bac-b557-5ed14985536a,Purchase,2307.15,EGP,2023-04-20
0a4ef1ff-f858-4069-a710-a8e5d608757e,67ed4caa-aa07-4d02-9804-e52090a4d698,Purchase,6850.21,JMD,2023-05-29
500ac9e3-c57a-4d4c-83fd-f1fbbffa6cc0,6ad00e0a-4af9-4740-a06f-dd37358656d4,Purchase,1158.65,SBD,2024-04-30
2ed7df08-2029-43f0-ab4b-9af8960c9dfc,62ced5b1-c0ed-41ef-b8bf-51067378bfff,Purchase,451.83,PLN,2024-12-05
76c838bd-1431-4b09-a6ea-005019620d28,8c44ee6f-8167-4f7e-bfa5-0dc48a0646e5,Withdrawal,7418.93,MOP,2023-07-07
637c4ca7-4415-4e44-aeec-7b13596114aa,97c8d4b1-06ce-459e-82aa-7e63c84edf11,Purchase,5878.05,YER,2023-03-05
3978f51f-12e3-4f8a-8d52-e7712f40bf49,264223d7-06db-423e-b430-00efa23f948b,Transfer,8591.52,BDT,2023-03-11
e1daf14d-4a64-4836-9282-30bd76cd0310,da42108e-560a-4c18-801b-5a8f41622fc9,Dividend Reinvestment,1615.45,NIO,2024-10-27
21d475b9-dab2-4694-8ca3-1e3fede0b8ae,18a5579b-c113-40b9-bbf6-eacf3b978164,Transfer,1509.02,CRC,2024-08-17
ec94eafd-9ef3-4bf4-ad9c-62310b1d9753,dd0dbe58-ca71-4837-bfd1-2ff6841d0b79,Deposit,9629.96,NIO,2023-12-01
a14dc5c8-e7de-4ff0-9be0-8b59a08413e2,a2d0f407-09b7-4196-a83f-709452cef0b2,Transfer,9558.56,XPF,2024-04-23
677dbf17-eb82-40ff-a9b3-a2d9021672dc,7a32825c-9205-41ce-9434-ddc282a56ec6,Sale,273.56,KGS,2024-06-07
1a62dc5e-9cf9-45ea-9c21-54840da2590d,68bfba4d-aea7-4547-b87a-e155b639ff02,Sale,9447.8,GGP,2024-04-24
c63f1a95-5f16-437e-a112-043bbd812725,c61ec023-f465-40b1-a956-0ce2187f3df1,Dividend Reinvestment,6733.56,KGS,2023-08-16
f1b97484-b825-4013-8d53-cf1105aaae58,9e8f36c9-6629-4d52-889d-a74936ef9602,Deposit,1067.32,DJF,2024-05-29
9accd4d2-dbef-46f5-8418-b37f67d091b8,be61a9d9-15ad-4f96-8c0c-2be0118d547c,Purchase,9345.93,GMD,2024-01-19
0fe5cafb-0ea3-4ab9-bace-ccd74190d833,cbc4fcaf-8da7-4b30-a6da-4fd82e6a5496,Withdrawal,2685.61,OMR,2023-06-21
5654d257-4bd8-4d5d-8a18-fdc80ca9ffb2,cef6031e-baab-4ac1-a6c6-63c33b47fd65,Transfer,5217.27,IRR,2023-03-01
4b37c439-47f1-4467-af3b-f90e95e0a9c5,7d419ac9-b55a-4469-a5ac-71cdaa021cf7,Transfer,9914.32,KES,2024-09-18
9b6d7c9a-96b6-4fe9-aa22-5a7054428419,1d20df04-5f1d-4732-b7eb-29f973890572,Sale,4354.73,MVR,2023-12-03
f59ba5b6-e9c3-44ce-9ad1-16e7e8091268,06525bfe-9564-4d68-8805-f927e2acc766,Deposit,3452.31,SGD,2023-03-28
eabf038b-7c4a-4965-b10b-e2e215331359,0cdafe2f-ea82-464a-ab6f-a26395f707f9,Deposit,667.43,ETB,2024-09-16
bef6e753-710d-4114-b317-f5320e72b2c1,a2bb08cf-0f9b-433a-8846-88e0834fd33d,Purchase,6082.87,KES,2024-07-10
bf4358aa-3c0a-40a9-823a-5d15a143ec4d,15e62dae-51e8-4ad7-89c0-30526016569e,Transfer,7208.57,NIS,2024-01-21
710ec0ca-9ca4-43cb-9583-f500ef724b7a,d2d4bf6f-4f39-4abe-98be-3cf624e775e5,Deposit,9143.05,MDL,2024-11-20
6a0a0e75-6de2-447f-9bcb-38a81d0d72cb,83c3bbf0-cfea-4841-9d24-d68fbcba4f31,Purchase,8042.36,WST,2023-10-09
22073519-14e4-478e-9773-50d2786b0774,d9a8d62e-8916-4749-a921-25c8f08ec2c2,Dividend Reinvestment,6190.06,AED,2024-08-21
34d63df3-3e59-40e0-83c1-673c0468bbf3,654eeaa4-7c99-4665-a721-cb40e6fb9033,Withdrawal,1903.63,KES,2024-05-27
666a775f-4835-4c7a-af17-2ba9d04e4319,e827aa0d-f2f4-4505-847f-d97bbf35ce75,Dividend Reinvestment,4759.14,CRC,2023-03-05
37eb38e9-3f26-4fec-a0e4-5964f8080977,08e046e6-4456-4f79-b16d-c78c0d10f9ba,Transfer,3931.62,BSD,2023-03-11
d86f871e-b329-44b5-894f-99d2d384929e,f672d630-9676-4b69-b505-8eacf921f997,Deposit,409.17,GTQ,2024-11-16
8321db6d-d389-4448-b976-c2e9597e35a2,30432da8-3638-49c0-991c-7390261a2546,Dividend Reinvestment,4971.46,MAD,2024-11-28
037c74b5-62f7-4c62-bb0f-eb1a1cd1d968,b4489580-55eb-455f-8de6-e7f83d01066d,Deposit,2031.14,BBD,2023-12-19
77e432dd-9596-45c8-879c-5433c7f926ac,77384915-955a-4a20-bf73-d0258f71be7f,Sale,5555.85,AWG,2024-04-13
4b0fc4b1-382f-44c3-b33f-8635019fe6f0,31e3c3df-712a-4892-8abf-01d4f4b42ff5,Purchase,9051.57,FJD,2022-12-29
9dee7406-4934-4e2d-96e1-ba05fbc85ed6,d7517a14-17f1-4fa0-aa60-6c2754f76ee6,Deposit,694.91,PGK,2024-11-17
97496dab-f07d-4be8-ad11-19bfc9f32f5e,e0074be7-312c-4cbd-84f6-84dd899d7d0f,Dividend Reinvestment,4619.48,IRR,2023-06-26
54a317b2-47bd-4ab0-9775-df8c50f8bd24,ecee7892-9279-4256-9f62-fe57367f72ac,Dividend Reinvestment,5025.81,KPW,2023-11-14
388908e0-869d-4c72-a199-4c71f99958a4,037a5604-a50b-4cae-85cf-90963f46aee1,Withdrawal,8579.14,KHR,2023-08-08
073df12a-3d23-45de-a71d-3b623319c735,995d932a-b22f-404e-86b3-4c46b1c8a176,Dividend Reinvestment,9202.81,PLN,2023-01-31
9c6795dc-69dc-4cce-92d9-89842c50b637,160a2c36-51e2-44ba-9f93-3a28f11e96de,Transfer,3658.45,COP,2023-11-22
8fab21fa-0234-4cfd-90a1-1ccada4a8dc5,5ba351d8-f728-4ce7-a4a9-f02e25817f9b,Withdrawal,4755.8,LRD,2022-12-28
76f2363f-2a4b-4b21-9b0c-463e3ce2ead7,52b56b1a-d5a8-4003-875d-1b5f5cdd57a3,Dividend Reinvestment,9481.29,DZD,2023-03-29
c6d2452e-f756-4e71-b54f-2c0576b4b156,fcf15a13-38e9-416e-9b0e-b4d1143c1d91,Transfer,7522.78,AMD,2023-10-26
aa144d7a-99c4-4c82-b29e-fe8313fd66c1,72d9678d-2a5f-411a-8e68-cf8da77803fa,Sale,3025.89,MOP,2024-06-06
9737d165-4d8b-4961-a304-79773fbb5ead,ef94d4ba-a090-4bb1-bc84-e73040df61f4,Transfer,3803.85,NGN,2024-05-12
fdabd80d-81ba-4bf2-be0b-b10945146e99,1e9ec8bb-7a6a-4aba-9123-76740765a61a,Transfer,2046.94,MVR,2024-02-10
33503b2c-2fce-48e0-91c7-ee1c8a0f81ac,54a7e9da-cbd2-4197-8d38-880a6cd7daf9,Transfer,6386.07,FJD,2024-05-24
c410a9bb-4ad4-48f0-b33d-aae6b5a272f2,05299ca5-f984-48d2-a714-76f96d433432,Deposit,1630.5,QAR,2023-10-17
7a1899ab-1187-447b-9a9f-a9bafcf48ce3,51c58960-cffe-45aa-8878-a1536fc3e2aa,Transfer,5541.82,SLL,2024-05-23
f90d4a55-7f38-4fa9-bb23-0a8af7c00ed8,c26ff923-d979-44b1-95eb-d4ce34374b8b,Withdrawal,4797.17,XOF,2024-03-11
a2a9b096-d3b7-4931-bac8-c4b246734ee6,888abbdb-bc8a-46ef-847c-85c066f274df,Sale,2752.59,UGX,2023-03-05
cd2895a1-f9d0-4f00-9189-91595c42cdbe,e7fe0429-5b22-4e1a-868d-359d31064818,Withdrawal,9077.63,SRD,2024-12-08
cc4c5473-a6f9-4440-9a20-7ba7d29984f8,7b858c2c-59c2-4b7a-bf1b-f0552928a6cf,Sale,9163.35,VND,2024-07-29
816f4e7c-1173-45ad-a613-fa4f9d86cd9a,5e7279eb-5a4f-47f2-abbc-54fe3d2a910f,Withdrawal,7731.79,ILS,2024-05-18
ed8f72de-fa1f-4f61-b290-2098661e5abd,78258ede-e4f5-4ad0-950b-1bd292463910,Sale,3713.09,ALL,2023-02-22
84e5935e-cd3d-4e5a-8de5-526f77fba993,f1a02b98-fb6c-4a7e-b574-a455b84d2bae,Transfer,9672.17,MZN,2023-04-27
2b397896-b4be-4bb7-a739-1dca326fb520,473e28d2-054d-4df1-afe0-90db1721fb11,Transfer,5782.6,BBD,2023-10-15
98d0948f-84c5-4217-99ef-b8960ca24b8a,6f184351-e78f-4160-8ee5-142d84943edf,Purchase,7682.68,ZAR,2024-03-07
9fcb9b57-3699-4812-8078-7eee8072736c,8e097190-ecde-4234-9197-f63c32b35a96,Sale,9825.82,BSD,2023-01-18
b897a7a0-da9a-47dd-a3e7-6cb6b7479d10,56ff5467-df73-4e4f-9f11-3e896675499e,Sale,7551.37,PHP,2024-01-27
8aed9080-3c01-4215-abb7-2f035d12ca20,9c0a311d-1e8c-4537-bb33-5e91e67dff2b,Transfer,3539.46,HUF,2024-08-20
3159dde7-a2de-4195-baba-d92f9b1236a8,09593e8e-5fb6-4a3e-b39e-6c156bdb3d31,Dividend Reinvestment,205.63,AFN,2023-03-07
9e4ddfca-0cb2-4a7e-8c5a-115097a784e7,a0e2b68a-65c3-4d4d-bc43-2ffa58e3c5ee,Purchase,4381.7,ANG,2023-05-28
6a1ba4f7-4d66-4429-a802-e01a1db269b7,21274dae-f27b-40bc-9985-2d130052f8ca,Dividend Reinvestment,2645.42,QAR,2024-02-24
cd3914e6-e03d-4794-8c94-90632aaa2d11,6f8c8f74-2c2f-4c4b-94ac-708c2ec81d15,Deposit,3967.78,BYR,2024-02-11
cc0ecb0b-fdf4-4371-989c-ca7c82f62266,37758452-8759-4768-b5d1-c6108b02ecc8,Withdrawal,9424.63,ISK,2023-03-24
eb530d66-33ba-41bf-ab12-b546f543b175,aa63caa0-e552-4072-9c49-53bdb7b03bc9,Transfer,2342.95,VND,2023-06-05
f6cc3e2e-2efd-44c1-9b4e-3e07ddb73a41,7499e28e-baeb-40af-8bf7-ab177bb616b9,Deposit,690.54,NZD,2024-05-29
8092c5cc-e1a0-4f8d-af20-7506da6d07ea,043383bb-f1e4-4aa0-9dcd-d2b51f647a7f,Transfer,6913.48,SAR,2024-09-02
5314a58d-e902-476d-9e13-303978435099,28d384c3-50c5-4f68-b09e-e98645c42183,Deposit,6883.19,HUF,2024-04-23
b041714e-ae2f-45bd-99ad-ec7683740a4b,b4489580-55eb-455f-8de6-e7f83d01066d,Transfer,3834.53,AUD,2024-08-03
767b776a-f1e5-441e-abcc-608f5848e63e,a2cbe5c0-2e6e-425e-81bd-c61413f48417,Transfer,2710.67,MMK,2023-05-06
944d6026-9d0c-45d8-b2cc-3beb78f149d1,53909ac3-2657-40ce-9720-74f6aa621ffe,Dividend Reinvestment,5778.61,TWD,2024-11-23
f7012098-1ca2-4200-8472-465a7af9441a,6f184351-e78f-4160-8ee5-142d84943edf,Withdrawal,5828.86,BAM,2024-07-06
7662ddee-8a97-44dc-acda-26a0e98c6307,0ff042a3-9a83-47fe-a2ce-8d8c1ba2d538,Withdrawal,142.26,CUP,2023-09-21
f357f297-b66a-4d08-8311-af47196cf158,cc87a2dd-89a9-405b-9a04-8253c893a285,Deposit,6367.21,VUV,2024-09-13
567fd8e2-cfff-42f7-aaae-2735ceda7438,72730e39-5288-41e3-9a0b-c8728d51180e,Transfer,1393.84,SDG,2024-10-20
f96950a0-ae08-4ebc-9efd-b0758177fb86,767e571c-6531-4011-be96-c57272759de7,Deposit,5875.39,CNY,2024-09-22
cbdb6afa-2058-494f-b58f-89e9e3674d9d,597647a0-beec-4270-abab-27e9336070c4,Withdrawal,5471.85,NIS,2024-06-14
03f77d98-390b-480a-8d15-c2e4df5fb599,2eaf6323-0e08-468b-9cfe-91c39a107f9c,Purchase,3812.01,TND,2024-01-30
5ede0452-f499-4126-ad35-b6356bead49f,c3f291a2-1ba9-43e1-8866-176fdcf40ed1,Purchase,3553.23,MUR,2023-01-29
9041b42d-3c9f-4277-8c82-277b3d76b221,899564bb-e2f4-4fd8-8e15-a62ffd1dcd51,Dividend Reinvestment,8538.36,JOD,2023-06-08
500969d3-0727-4170-bc2c-f3f6c5d63d99,4533ac11-255c-4fce-ae2b-395a80fe88ee,Sale,1495.04,SHP,2024-05-20
d97039aa-93d3-4f83-8601-d653283bf169,02ec24d8-9fe2-4aac-89eb-9fb7258ef7be,Dividend Reinvestment,1586.22,KZT,2023-11-10
bb09bdb4-9298-4b87-acbf-4b3f0c16624e,65fb9e07-1e3a-47d1-81a8-cf18a9ac2e06,Transfer,4891.68,HRK,2024-02-04
